running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1125-3188,2025-11-25 00:01:36,2025-11-25 00:01:36,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,คุณแม่อยู่คนเดียว อาหารใกล้หมด น้ำท่วมจะมิดชั้น1,รอการช่วยเหลือ
HDY68-1125-3189,2025-11-25 00:01:43,2025-11-25 00:01:43,คลองหอยโข่ง,โคกม่วง,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3190,2025-11-25 00:01:47,2025-11-25 00:01:47,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,"ขออพยพออก ปัจจุบันน้ำท่วมชั้น1ทั้งชั้นกำลังจะขึ้นชั้น2
ผู้ป่วยติดเตียง(อายุ85ปี)
ผู้สูงอายุ(อายุ80ปี)
ผู้ดูแล(อายุ30ปี)
ในซอยมีบ้านอื่นๆที่มีคนติดชั้น2อีกหลายบ้าน แต่ไม่มีวิธีติดต่อภายนอกได้เลย ไฟฟ้าตัดตั้งแต่วันแรก",รอการช่วยเหลือ
HDY68-1125-3191,2025-11-25 00:01:58,2025-11-25 00:01:58,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3192,2025-11-25 00:02:00,2025-11-25 00:02:00,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3193,2025-11-25 00:02:01,2025-11-25 00:02:01,หาดใหญ่,หาดใหญ่,สงขลา,1.05,25.1,,ตอนนี้สัญญาน ที่บ้าน ไม่มี ไฟฟ้าไม่มี ติดต่อไม่ได้ มีคนแก่ 4คน และ เด็ก อีก6,รอการช่วยเหลือ
HDY68-1125-3194,2025-11-25 00:02:01,2025-11-25 00:02:01,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,ติดต่อไม่ได้3วัน ต้องการอพยพ อาหารและน้ำดื่ม,รอการช่วยเหลือ
HDY68-1125-3195,2025-11-25 00:02:02,2025-11-25 00:02:02,หาดใหญ่,หาดใหญ่,สงขลา,1.05,25.1,,แบตโทรศัพท์หมด ติดต่อไม่ได้,รอการช่วยเหลือ
HDY68-1125-3196,2025-11-25 00:02:08,2025-11-25 00:02:08,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3197,2025-11-25 00:02:12,2025-11-25 00:02:12,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3198,2025-11-25 00:02:21,2025-11-25 00:02:21,หาดใหญ่,ควนลัง,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3199,2025-11-25 00:02:22,2025-11-25 00:02:22,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,หมา2แมว4อยู่กัน2ตายาย,รอการช่วยเหลือ
HDY68-1125-3200,2025-11-25 00:02:27,2025-11-25 00:02:27,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,ยาย อายุ 90ปี น้ำหนัก 60 เดินไม่ค่อยไหว เป็นโรคหัวใจโต หอบหืด เครื่องพ่นหอบพังเสียหายหมด อยู่กับลุง ลุงบาดเจ็บ มีแผล ตอนนี้น้ำเข้าชั้น 2 แล้ว อาหารใกล้น้ำหมด ช่วยยายหนูด้วยค่ะ,รอการช่วยเหลือ
HDY68-1125-3201,2025-11-25 00:02:35,2025-11-25 00:02:35,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,ปล* คนที่ติดอยู่ในบ้านไม่สามารถติดต่อได้เลยซักคน ไม่รู้มีอาหารไหม ยังติดอยู่4วันแล้ว มีเด็กเล็กด้วย,รอการช่วยเหลือ
HDY68-1125-3202,2025-11-25 00:02:38,2025-11-25 00:02:38,หาดใหญ่,คอหงส์,สงขลา,1.05,25.1,,,รอการช่วยเหลือ
HDY68-1125-3204,2025-11-25 00:02:48,2025-11-25 00:02:48,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.1,,ถ้าติดต่อไม่ได้หาไม่เจอให้ติดต่อ 0935059361 พี่สาวที่นราธิวาส,รอการช่วยเหลือ
HDY68-1125-3205,2025-11-25 00:03:07,2025-11-25 00:03:07,หาดใหญ่,ทุ่งใหญ่,สงขลา,1.04,25.1,,ต้องการอพยพด่วนค่ะ มีเด็กเล็ก2คน คนแก่ 2 ผู้ใหญ่ 3 บ้านกำลังจะท่วมชั้น2,รอการช่วยเหลือ
HDY68-1125-3206,2025-11-25 00:03:09,2025-11-25 00:03:09,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3207,2025-11-25 00:03:13,2025-11-25 00:03:13,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3208,2025-11-25 00:03:14,2025-11-25 00:03:14,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,"ขอความช่วยเหลือหน่อยค่ะ 
มีผู้ป่วยติดเตียง 1 คน
ผญ 2 คน
สัตว์เลี้ยง 2 ตัว",รอการช่วยเหลือ
HDY68-1125-3209,2025-11-25 00:03:14,2025-11-25 00:03:14,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.1,,รบกวน พ่อแม่ป่วย แต่เป็นผู้สูงอายุค่ะ,รอการช่วยเหลือ
HDY68-1125-3210,2025-11-25 00:03:22,2025-11-25 00:03:22,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3211,2025-11-25 00:03:24,2025-11-25 00:03:24,เทพา,สะกอม,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3212,2025-11-25 00:03:26,2025-11-25 00:03:26,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,ช่วยด้วย,รอการช่วยเหลือ
HDY68-1125-3213,2025-11-25 00:03:29,2025-11-25 00:03:29,บางกล่ำ,แม่ทอม,สงขลา,1.04,25.1,,"- ตอนนี้ระดับอยู่ผระมาณ1เมตรกว่าๆ และระดับน้ำกำลังเพิ่มสูงขึ้น 
- อาหารไม่เพียงพอ
- มีคนอยู่หลังเดียวกัน 20-30คน",รอการช่วยเหลือ
HDY68-1125-3214,2025-11-25 00:03:41,2025-11-25 00:03:41,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,https://goo.gl/maps/6U5VrzsDysomiMot8?g_st=al,รอการช่วยเหลือ
HDY68-1125-3215,2025-11-25 00:03:47,2025-11-25 00:03:47,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3216,2025-11-25 00:03:57,2025-11-25 00:03:57,หาดใหญ่,ควนลัง,สงขลา,1.04,25.1,,น้ำเข้าขั้นสอง มี 17 คน มีผู้สูงอายุ ด้วย มีโรคประจำตัว,รอการช่วยเหลือ
HDY68-1125-3217,2025-11-25 00:03:58,2025-11-25 00:03:58,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,ขอความช่วยเหลือด่วนครับ,รอการช่วยเหลือ
HDY68-1125-3218,2025-11-25 00:04:01,2025-11-25 00:04:01,หาดใหญ่,ควนลัง,สงขลา,1.04,25.1,,ตอนนี้เสมียงใกล้หมดแล้ว แบตโทรศัพท์ก็ใกล้หมดแล้ว อยู่กันหลายคน อยู่ชั้น4 ของหอพัก,รอการช่วยเหลือ
HDY68-1125-3219,2025-11-25 00:04:03,2025-11-25 00:04:03,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,,รอการช่วยเหลือ
HDY68-1125-3220,2025-11-25 00:04:08,2025-11-25 00:04:08,จะนะ,คู,สงขลา,1.04,25.1,,รีบเข้าช่วยเหลือโดยด่วน ตอนนี้ไม่สามารถติดต่อได้ เกิน 12 ช.ม แล้ว,รอการช่วยเหลือ
HDY68-1125-3221,2025-11-25 00:04:12,2025-11-25 00:04:12,บางกล่ำ,ท่าช้าง,สงขลา,1.04,25.1,,"ขอความช่วยเหลือด่วนครับตอนนี้มีหลายครอบครัวติดอยู่ภายในบ้าน น้ำท่วมสูง ออกมาไม่ได้มีผู้ใหญ่และเด็กเล็กหลายคน ต้องการความช่วยเหลือเร่งด่วนครับ

📍 1 พิกัดพื้นที่ประสบภัย

https://maps.app.goo.gl/71pRgE5KyNakCvjz9?g_st=ipc

บ้านมีผู้ใหญ่ 6 คน เด็กเล็ก 2 คน ครับ มีเด็ก  1 ขวบกับ 2 ขวบ ด้วยครับ

📍 2 พิกัดพื้นที่ประสบภัย

https://maps.app.goo.gl/kv7nbPFD72VfzNjF8?g_st=ipc

บ้านมีผู้ใหญ่ 5 คน ครับ 

📍 3 พิกัดพื้นที่ประสบภัย

https://maps.app.goo.gl/kc9yLgLwiB5VVesV7?g_st=ipc

บ้านมีผู้ใหญ่ 7 คน เด็ก 1 คน ครับ 

ใครอยู่ใกล้พื้นที่ หรือหน่วยงานที่สามารถเข้าช่วยเหลือ ติดต่อกลับได้เลยครับ
ขอให้แชร์ต่อเพื่อเข้าถึงการช่วยเหลือเร็วที่สุดด้วยนะครับ 🙏💙

📞080-7125990",รอการช่วยเหลือ
HDY68-1125-3222,2025-11-25 00:04:20,2025-11-25 00:04:20,หาดใหญ่,คอหงส์,สงขลา,1.04,25.1,,ติดต่อกันไม่ได้สองวัน มีคนอยู่ทั้งหมด 4 คน,รอการช่วยเหลือ
HDY68-1125-3223,2025-11-25 00:04:27,2025-11-25 00:04:27,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"ต้องการน้ำ และอาหาร (หลังนี้ 2 คน, หลังข้างๆ 3 คน)
แบตสำรอง 3 ก้อน (บ้าน 3 หลัง)
บ้านหลังสีข้าว ขับเรือเข้าไปเทียบได้",รอการช่วยเหลือ
HDY68-1125-3224,2025-11-25 00:04:27,2025-11-25 00:04:27,บางกล่ำ,ท่าช้าง,สงขลา,1.04,25.0,,ต้องการกลับบ้านที่นะโนด,รอการช่วยเหลือ
HDY68-1125-3225,2025-11-25 00:04:31,2025-11-25 00:04:31,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,ที่บ้านมีผู้สูงอายุ 75 ปีและเด็กเล็กอายุ 3 ขวบ ตอนนี้ระดับเพิ่มสูงเรื่อยๆจะถึงชั้น 2 ของบ้านเเล้วค่ะ ที่อยู่ติดริมคลองร.1 ซอยโอเค เเถวบางแฟบค่ะ,รอการช่วยเหลือ
HDY68-1125-3226,2025-11-25 00:04:32,2025-11-25 00:04:32,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ช่วยคุณแม่ด้วยค่ะ ลูกสาวอยู่จังหวัดตรังขับรถกลับไปไม่ได้ทางขาดหมดเป็นห่วงแม่มาก,รอการช่วยเหลือ
HDY68-1125-3227,2025-11-25 00:04:33,2025-11-25 00:04:33,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,เบอร์เพิ่มเติม 0919845358 เป็นเบอร์ลูกสาวค่ะ แต่ไม่ได้อยู่ที่เดียวกัน ตอนนี้มีกันอยู่5คนค่ะในร้าน,รอการช่วยเหลือ
HDY68-1125-3228,2025-11-25 00:04:37,2025-11-25 00:04:37,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3229,2025-11-25 00:04:39,2025-11-25 00:04:39,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,มีผู้ป่วยต้องการล้างไตด่วน เริ่มมีอาการหายใจเหนื่อย ช่วยด้วยค่ะ,รอการช่วยเหลือ
HDY68-1125-3230,2025-11-25 00:04:40,2025-11-25 00:04:40,จะนะ,บ้านนา,สงขลา,1.04,25.0,,"0612685059 (แม่อร,ติดน้ำท่วม)

087-8968390 (มิ้ว ,ลูกสาวคนแจ้งเรื่อง 
สามารถติดต่อสอบถามข้อมูลเพิ่มเติมได้ค่ะ ช่วยด้วยนะคะ
ตรงนั้น ติดคลองน้ำมาเร็วมาก เป็นห่วงมากๆ
พ่อแม่ มาทำงาน คุมหน้างานจะสร้างฝายที่ตรงคลองลึก อ.จะนะ
ตอน ติดน้ำกับคนงานอีก5คน รวมทั้งหมด 7คน เมื่อวานแบตโทรศัพท์มีอยู่ แต่ติดต่อไม่ได้ สัญญาณไม่ดี เป็นห่วงมากๆค่ะ",รอการช่วยเหลือ
HDY68-1125-3231,2025-11-25 00:04:45,2025-11-25 00:04:45,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"ขอความช่วยเหลือครับ
แม่(ชมัยพร)อยู่บ้านคนเดียว ติดต่อไม่ได้
ไม่มีแบต ขาดสเบียง
บ้านเลขที่116 ซ.รัตนอุทิศ21 
https://goo.gl/maps/nCXCqEfB6JXUrWfQ7
ได้ข่าวรบกวนแจ้ง 0824164692 (บาส)
🙏🙏🙏",รอการช่วยเหลือ
HDY68-1125-3232,2025-11-25 00:04:58,2025-11-25 00:04:58,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,มีผู้หญิง2คน(แม่สุขภาพไม่ค่อยดี)เด็ก9ขวบน้องหมา1น้องแมว2 ติดต่อไม่ไดืเข้าวันที่3แล้วค่ะ,รอการช่วยเหลือ
HDY68-1125-3233,2025-11-25 00:04:59,2025-11-25 00:04:59,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"ขอความช่วยเหลือ น้ำท่วมหาดใหญ่ครับ

บ้านเลขที่ 318 ถนนประชาอุทิศ ชุมชนคลองหวะ 4 ตำบลคอหงส์ คนแก่อายุ 84 กับสามีภรรยาอีกหนึ่งคู่ รอความช่วยเหลืออยู่นานแล้วครับ ติดต่อไป ตามเบอร์ที่หน่วยงานราชการประกาศ ตั้งแต่บ่าย มีคนรับเรื่อง บอกว่าให้รอ แต่ก็ไม่มีความช่วยเหลือใดใด ทางโน้นโทรศัพท์ แบตน่าจะหมดแล้วครับ 

บ้านมีสองชั้น น้ำขึ้นเข้าไปในชั้นที่สองแล้วครับ ตั้งแต่บ่าย ถ้าขึ้นอีกก็คงไม่รู้จะอยู่กันยังไง 
น้ำท่วมหนึ่งชั้นตั้งแต่วันศุกร์แล้วครับ

เบอร์ผู้แจ้ง 091-414-7415
https://www.facebook.com/1516654125/posts/10230846692420313/?",รอการช่วยเหลือ
HDY68-1125-3234,2025-11-25 00:05:01,2025-11-26 00:13:20,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,ติดต่อกับที่บ้านไม่ได้ เป็นผู้หญิงหมดทั้ง 3 คน สุนัข 1 ตัว อยู่บนบ้านชั้น 2 ข้างใน และ  1 ในนั้นเป็นผู้ป่วยเดินไม่สะดวกค่ะ,รอการช่วยเหลือ
HDY68-1125-3235,2025-11-25 00:05:06,2025-11-25 00:05:06,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"หอพักซีเอ็มแมนชั่น 11/1
ซอย สันติราษฎร์ 1 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา
หลังโรงเรียนพลฯ
ต้องการความช่วยเหลือด่วน ตอนนี้น้ำขึ้นถึงชั้น 2 แล้ว
ขาดน้ำและอาหาร มา 4 วันแล้ว ไม่มีไฟฟ้า ไม่มีสัญณาณโทรศัพท์
ติดอยู่ในแมนชั่นเกือบร้อยชีวิต ตอนนี้ทุกคนกำลังเดือดร้อน รวมถึงชาวบ้านและชุมชนใกล้เคียง",รอการช่วยเหลือ
HDY68-1125-3236,2025-11-25 00:05:14,2025-11-25 00:05:14,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,พ่อแม่สูงอายุ มีโรคความดันสูงและโรคหัวใจ อยู่ในบ้าน เลขที่ 12/222 และสุนัข 1 ตัว แต่มีลูกน้องติดอยู่ที่แคมป์คนงานเข้าไปอีกประมาณ 300 เมตรทางซ้ายมือ ติดอยู่บนนั่งร้าน เนื่องจากกางนั่งร้านหนีน้ำ ที่พักเป็นบ้านพักชั้นเดียว จำนวน 5 คนเป็นคนงานพม่า บางคนบาดเจ็บจากตะขาบกัดด้วยค่ะ ตอนนี้ไม่สามารถติดต่อใครได้เลย เมืองใหม่ 5 เฟส 2 ค่ะ ม.1 ต.คลองแห,รอการช่วยเหลือ
HDY68-1125-3237,2025-11-25 00:05:18,2025-11-25 00:05:18,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3238,2025-11-25 00:05:21,2025-11-25 00:05:21,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3239,2025-11-25 00:05:27,2025-11-25 00:05:27,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"ตอนนี้คิดต่อใครไม่ได้เลย ทุกคนติดอยู่ในบ้านตั้งแต่ 21 พย
มีผู้หญิง 60ปี 2 คน คนแก่ 1 เด็ก1",รอการช่วยเหลือ
HDY68-1125-3240,2025-11-25 00:05:27,2025-11-25 00:05:27,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"จำนวน 9 คนค่ะ
คนชรา 2 ป่วย
เด็กเล็ก 2 ขวบ 1
เด็ก 2 
ผู้ใหญ่ 4 ค่ะ
 
ในหมู่บ้านมีอีกหลายครัวเรือน ไม่มีหน่วยงานไหนเข้ามาเลย
ขาดน้ำและอาหาร และน้ำกำลังถึงชั้น 2",รอการช่วยเหลือ
HDY68-1125-3241,2025-11-25 00:05:33,2025-11-25 00:05:33,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,🚨🚨ขอความช่วยเหลือ พิกัดโซนหลังบ้านพักนายอำเภอค่ะ บริเวณนั้นมีผู้ใหญ่ ชาย-หญิง เด็ก คนแก่ วัยชรา ผู้พิการ อยู่จำนวนนึงเลยค่ะ ทั้งในซอยบ้านเคหะด้วย ตอนนี้น้ำจะถึงชั้น2แล้ว ขอความช่วยเหลือด่วนๆเลยค่ะต้องการกำลังคนกู้ภัยนำเรือมาช่วยอพยพ มากๆค่ะ🚨🚨,รอการช่วยเหลือ
HDY68-1125-3242,2025-11-25 00:05:33,2025-11-25 00:05:33,หาดใหญ่,บ้านพรุ,สงขลา,1.04,25.0,,บ้านหลังสีเขียว  สุดท้ายซอย  2  ชั้น,รอการช่วยเหลือ
HDY68-1125-3243,2025-11-25 00:05:36,2025-11-25 00:05:36,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3244,2025-11-25 00:05:40,2025-11-25 00:05:40,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3245,2025-11-25 00:05:46,2025-11-25 00:05:46,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3246,2025-11-25 00:05:48,2025-11-25 00:05:48,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,ช่วยเด็กเล็ก 2 ขวบด้วยค่ะ บ้านชั้นเดียว ตอนนี้ขึ้นไปอยู่บนหลังคามาเป็นวันแล้วค่ะ,รอการช่วยเหลือ
HDY68-1125-3247,2025-11-25 00:05:48,2025-11-25 00:05:48,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,ตอนนี้ขาดการติดต่อมา2วันแล้ว ยังไม่ทราบชะตากรรม คนละแวกบ้านก็ไม่สามารถติดต่อได้เช่นกัน ต้องการความช่วยเหลือโดยด่วน เนื่องจากระดับน้ำรอบๆเพิ่มสูงต่อเนื่อง ปากทางเข้าซอยน้ำสูงกว่าระดับคอ,รอการช่วยเหลือ
HDY68-1125-3248,2025-11-25 00:06:01,2025-11-25 00:06:01,สะเดา,เขามีเกียรติ,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3249,2025-11-25 00:06:02,2025-11-25 00:06:02,หาดใหญ่,บ้านพรุ,สงขลา,1.04,25.0,,ผู้ป่วยเลือดออกค่อนข้างมากมีอาการอ่อนเพลียต้องการอพยพ3คน,รอการช่วยเหลือ
HDY68-1125-3250,2025-11-25 00:06:08,2025-11-25 00:06:08,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3251,2025-11-25 00:06:14,2025-11-25 00:06:14,หาดใหญ่,บ้านพรุ,สงขลา,1.04,25.0,,ตอนนี้ในหมู่บ้านมีคนติดอยู่หลายคนครับ มีสัตว์เลี้ยงหลายบ้านเลย น้ำจะถึงชั้นสองแล้วครับ,รอการช่วยเหลือ
HDY68-1125-3252,2025-11-25 00:06:19,2025-11-25 00:06:19,หาดใหญ่,พะตง,สงขลา,1.04,25.0,,ต้องการอพยบด่วนค่ะ เนื่องจากตอนนี้น้ำถึงชั้น2แล้ว😭,รอการช่วยเหลือ
HDY68-1125-3253,2025-11-25 00:06:21,2025-11-25 00:06:21,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,ในบ้านมีผู้สูงอายุฟอกไตและเป็นหอบต้องห่นยาตลอด ตอนนี้อาหารกับน้ำหมด ติดค้างอยู่ 4 วันแล้ว ช่วยแม่หนูด้วยนะคะ,รอการช่วยเหลือ
HDY68-1125-3254,2025-11-25 00:06:25,2025-11-25 00:06:25,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,"🆘🚨‼️ขอความช่วยเหลือด่วนที่สุด‼️🚨🆘
‼️‼️ต้องการอพยพออกจากพื้นที่ด่วน‼️‼️
น้ำเริ่มเข้าชั้น2 มีคนอยู่ในบ้าน 5 คนค่ะ มีผู้ใหญ่ 4 คน 1 ในนั้น เป็นคนท้องแก่ และมีเด็กอีก 1 คนค่ะ ทุกคนอยู่ในบ้านชั้น2 น้ำจมชั้น1ไปแล้ว ทุกคนในบ้านติดต่อไม่ได้ ไม่มีแบตโทรศัพท์ ไม่รู้ว่ามีของกินด้วยมั้ย ขอความช่วยเหลือด่วนๆเลยนะคะ น้ำขึ้นเรื่อยๆ ขอความช่วยเหลือด่วน ด่วนแบบด่วนจริงๆค่ะ",รอการช่วยเหลือ
HDY68-1125-3255,2025-11-25 00:06:25,2025-11-25 00:06:25,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3256,2025-11-25 00:06:29,2025-11-25 00:06:29,หาดใหญ่,บ้านพรุ,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3257,2025-11-25 00:06:36,2025-11-25 00:06:36,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3258,2025-11-25 00:06:38,2025-11-25 00:06:38,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"ไม่ได้ทานข้าวหลายวัน
น้ำกำลังจะหมด ต้องการความช่วยเหลิอด่วนครับ",รอการช่วยเหลือ
HDY68-1125-3259,2025-11-25 00:06:40,2025-11-25 00:06:40,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ขอบคุณครับ,รอการช่วยเหลือ
HDY68-1125-3260,2025-11-25 00:06:40,2025-11-25 00:06:40,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ขอบคุณครับ,รอการช่วยเหลือ
HDY68-1125-3261,2025-11-25 00:06:44,2025-11-25 00:06:44,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,น้ำก◌ำลังขึ้นลักษณะบ้านชั้นเดียว ยังมีกระแสไฟฟ้าอยู่,รอการช่วยเหลือ
HDY68-1125-3262,2025-11-25 00:06:51,2025-11-25 00:06:51,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,น้ำเชี่ยว ตรงถนนสูงประมาณ 2.5-3เมตร,รอการช่วยเหลือ
HDY68-1125-3263,2025-11-25 00:06:52,2025-11-25 00:06:52,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3264,2025-11-25 00:06:56,2025-11-25 00:06:56,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,"อย่างน้อยมาช่วยในบริเวณนี้ก็ยังดีค่ะ บ้านข้างๆบางบ้านมีเด็กทารก มีเด็กเล็กที่ยังไม่ได้ทานข้าวค่ะ

สำหรับหอพักอย่างน้อยขออาหารก็ยังดีค่ะ ในส่วนของหอยังมีที่ให้อยู่ค่ะ แต่อาหารเริ่มใกล้หมดค่ะ",รอการช่วยเหลือ
HDY68-1125-3265,2025-11-25 00:06:58,2025-11-25 00:06:58,จะนะ,คลองเปียะ,สงขลา,1.04,25.0,,ม.6 บ้านควนหัวช้างทั้งหมู่บ้าน หลายคนต้องการอพยพ หลายคนต้องการความช่วยเหลือทั้งอาหารและน้ำดื่มขาดแคลนอย่างหนัก รบกวนช่วยสำรวจและดูแลไปจนถึงด้านในคือมัสยิดควนหัวช้างและโรงเรียนควนหัวช้างด้วย,รอการช่วยเหลือ
HDY68-1125-3266,2025-11-25 00:07:02,2025-11-25 07:47:00,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ต้องการความช่วยเหลืออพยพแมวเปอร์เซีย 5 ตัว ในบ้านชั้น 2 หรือช่วยดูว่าสถานการณ์น้ำว่าแมวอยู่ปลอดภัยไหม ในห้องแมวมีน้ำและอาหารพอประมาณ แต่คาดว่าน้ำน่าจะถึงชั้น 2 น้องอยู่ห้องด้านหลังกระจกเปิดแง้มๆ ไว้ครับ,รอการช่วยเหลือ
HDY68-1125-3267,2025-11-25 00:07:07,2025-11-25 00:07:07,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,ตอนนี้ขาดการติดต่อกับที่บ้านแล้วค่ะ,รอการช่วยเหลือ
HDY68-1125-3268,2025-11-25 00:07:15,2025-11-25 00:07:15,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,ต้องการอาหารและน้ำด้วย,รอการช่วยเหลือ
HDY68-1125-3269,2025-11-25 00:07:16,2025-11-25 00:07:16,หาดใหญ่,หาดใหญ่,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3270,2025-11-25 00:07:19,2025-11-25 00:07:19,หาดใหญ่,ควนลัง,สงขลา,1.04,25.0,,"ช่วยด้วยคะ ติดยุในบ้าน ต้องการที่ตัดเหล็กด่วนๆ กำลังจะจมชั้นสองแล้วคะไม่มีทางหนีออก
ปักหมุดโลเคชั่นไม่ได้คะ 
มีลิงค์google 
https://maps.app.goo.gl/t3HgzwFku8NwkxDx5?g_st=afm",รอการช่วยเหลือ
HDY68-1125-3271,2025-11-25 00:07:20,2025-11-25 00:07:20,หาดใหญ่,คลองอู่ตะเภา,สงขลา,1.04,25.0,,มีผู้อยู่อาศัย7 ชีวิตค่ะ,รอการช่วยเหลือ
HDY68-1125-3272,2025-11-25 00:07:23,2025-11-25 00:07:23,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,"7.030336,100.466287 ตำแหน่งละติจูด ลองติจูด",รอการช่วยเหลือ
HDY68-1125-3273,2025-11-25 00:07:25,2025-11-25 00:07:25,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,รบกวนช่วยด้วยค่ะ มีเด็ก 2 คน 1 ขวบและ 10 ขวบ มีผู้ใหญ่ 3 คนอายุ 55+ ตอนนี้น้ำขึ้นสูงมากแล้วค่ะ อยู่ชั้น 2,รอการช่วยเหลือ
HDY68-1125-3274,2025-11-25 00:07:28,2025-11-25 00:07:28,หาดใหญ่,คลองแห,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
HDY68-1125-3275,2025-11-25 00:07:29,2025-11-25 00:07:29,หาดใหญ่,คอหงส์,สงขลา,1.04,25.0,,,รอการช่วยเหลือ
